Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Ventas
2005,Junio,Volkswagen , UP! , Automóviles , Subcompactos , Importado , Brasil,-
2005,Junio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2005,Junio,Volkswagen , Virtus , Automóviles , Subcompactos , Importado , Brasil,-
2005,Junio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2005,Junio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Importado , Argentina,97
2005,Julio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2005,Julio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,86
2005,Julio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Nacional , México,10
2005,Julio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1444
2005,Julio,Volkswagen , Bora TDI , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Importado , Alemania,-
2005,Julio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2005,Julio,Volkswagen , Derby , Automóviles , Subcompactos , Importado , Argentina,1045
2005,Julio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2005,Julio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Importado , Alemania,213
2005,Julio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,74
2005,Julio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2005,Julio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2005,Julio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,113
2005,Julio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2005,Julio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,8
2005,Julio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2005,Julio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2920
2005,Julio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,337
2005,Julio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,522
2005,Julio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2005,Julio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,57
2005,Julio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2005,Julio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,165
2005,Julio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,128
2005,Julio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,202
2005,Julio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,3102
2005,Julio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2005,Julio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,554
2005,Julio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,40
2005,Julio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2005,Julio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2005,Julio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2005,Julio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,81
2005,Julio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2005,Julio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2005,Julio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2005,Julio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2005,Julio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Julio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2005,Julio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,37
2005,Julio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Julio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Julio,Volkswagen , UP! , Automóviles , Subcompactos , Importado , Brasil,-
2005,Julio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2005,Julio,Volkswagen , Virtus , Automóviles , Subcompactos , Importado , Brasil,-
2005,Julio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2005,Julio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Importado , Argentina,99
2005,Agosto,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2005,Agosto,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,232
2005,Agosto,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Nacional , México,13
2005,Agosto,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1706
2005,Agosto,Volkswagen , Bora TDI , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Importado , Alemania,-
2005,Agosto,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2005,Agosto,Volkswagen , Derby , Automóviles , Subcompactos , Importado , Argentina,834
2005,Agosto,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2005,Agosto,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Importado , Alemania,290
2005,Agosto,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,90
2005,Agosto,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2005,Agosto,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2005,Agosto,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,74
2005,Agosto,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2005,Agosto,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,7
2005,Agosto,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2005,Agosto,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3265
2005,Agosto,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-2
2005,Agosto,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,611
2005,Agosto,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2005,Agosto,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,75
2005,Agosto,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2005,Agosto,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,151
2005,Agosto,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,106
2005,Agosto,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,237
2005,Agosto,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2599
2005,Agosto,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2005,Agosto,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,439
2005,Agosto,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,50
2005,Agosto,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2005,Agosto,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2005,Agosto,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2005,Agosto,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,62
2005,Agosto,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2005,Agosto,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2005,Agosto,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2005,Agosto,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2005,Agosto,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Agosto,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2005,Agosto,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,47
2005,Agosto,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Agosto,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Agosto,Volkswagen , UP! , Automóviles , Subcompactos , Importado , Brasil,-
2005,Agosto,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2005,Agosto,Volkswagen , Virtus , Automóviles , Subcompactos , Importado , Brasil,-
2005,Agosto,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2005,Agosto,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Importado , Argentina,95
2005,Septiembre,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2005,Septiembre,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,259
2005,Septiembre,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Nacional , México,31
2005,Septiembre,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1576
2005,Septiembre,Volkswagen , Bora TDI , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Importado , Alemania,-
2005,Septiembre,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2005,Septiembre,Volkswagen , Derby , Automóviles , Subcompactos , Importado , Argentina,626
2005,Septiembre,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2005,Septiembre,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Importado , Alemania,191
2005,Septiembre,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,71
2005,Septiembre,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2005,Septiembre,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2005,Septiembre,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,55
2005,Septiembre,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2005,Septiembre,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,14
2005,Septiembre,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2005,Septiembre,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3281
2005,Septiembre,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,12
2005,Septiembre,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,587
2005,Septiembre,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2005,Septiembre,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,102
2005,Septiembre,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2005,Septiembre,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,194
2005,Septiembre,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,144
2005,Septiembre,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,792
2005,Septiembre,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,3486
2005,Septiembre,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2005,Septiembre,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,366
2005,Septiembre,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,31
2005,Septiembre,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2005,Septiembre,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2005,Septiembre,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2005,Septiembre,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,70
2005,Septiembre,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2005,Septiembre,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2005,Septiembre,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2005,Septiembre,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2005,Septiembre,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Septiembre,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2005,Septiembre,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,46
2005,Septiembre,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Septiembre,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2005,Septiembre,Volkswagen , UP! , Automóviles , Subcompactos , Importado , Brasil,-
2005,Septiembre,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2005,Septiembre,Volkswagen , Virtus , Automóviles , Subcompactos , Importado , Brasil,-
2005,Septiembre,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2005,Septiembre,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Importado , Argentina,134
2005,Octubre,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2005,Octubre,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,235
2005,Octubre,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Nacional , México,29
2005,Octubre,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1416
2005,Octubre,Volkswagen , Bora TDI , Automóviles , Compactos , Nacional , México,-
2005,Octubre,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Importado , Alemania,-
2005,Octubre,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,-
2005,Octubre,Volkswagen , Derby , Automóviles , Subcompactos , Importado , Argentina,544
2005,Octubre,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2005,Octubre,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Importado , Alemania,451
2005,Octubre,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,54
2005,Octubre,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2005,Octubre,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2005,Octubre,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,66
2005,Octubre,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2005,Octubre,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,7
2005,Octubre,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2005,Octubre,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2005,Octubre,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Octubre,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3029
2005,Octubre,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,125
2005,Octubre,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,646
2005,Octubre,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2005,Octubre,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2005,Octubre,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2005,Octubre,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,85
2005,Octubre,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2005,Octubre,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,153
2005,Octubre,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,99
2005,Octubre,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,121
2005,Octubre,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2020
2005,Octubre,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2005,Octubre,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,437
2005,Octubre,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,27
2005,Octubre,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2005,Octubre,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2005,Octubre,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2005,Octubre,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,78
2005,Octubre,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
